product_category,product_type,material_cost,production_time_days,region,origin_state,demand_index,market_trend,season,actual_selling_price,material_type
Handmade Jewellery,Metal Jewellery,728.93,1,Saharanpur,Uttar Pradesh,0.391,0.0397,Winter,2464.12,Brass
Leather & Traditional Craft,Leather Bag,927.54,3,Thanjavur,Tamil Nadu,0.75,-0.0935,Festival,4850.85,Leather
Pottery & Terracotta,Decorative Pot,113.02,2,Saharanpur,Uttar Pradesh,0.536,0.1318,Summer,922.53,Clay
Pottery & Terracotta,Terracotta Figurine,104.8,3,Bhubaneswar,Odisha,0.499,-0.0299,Festival,1087.7,Terracotta
Metal Crafts,Brassware,1403.61,8,Madhubani,Bihar,0.609,0.0024,Winter,7268.49,Brass
Paintings & Art,Handmade Wall Art,368.29,5,Etikoppaka,Andhra Pradesh,0.588,-0.0701,Festival,1499.52,Canvas
Handmade Toys,Puppet,100.05,2,Thanjavur,Tamil Nadu,0.403,-0.0184,Normal,1061.47,Wood
Handmade Home Décor,Handmade Clock,336.35,4,Kondapalli,Andhra Pradesh,0.767,-0.0245,Festival,2413.38,Bamboo
Embroidery & Needlecraft,Wall Hanging,195.71,8,Raghurajpur,Odisha,0.856,0.1268,Monsoon,3082.58,Cotton
Handloom & Textiles,Towel,509.65,8,Raghurajpur,Odisha,0.735,0.0069,Festival,2645.14,Linen
Natural / Eco-friendly Crafts,Palm-leaf Product,59.71,3,Assam,Assam,0.413,-0.034,Normal,1569.5,Palm Leaf
Handmade Toys,Stuffed Toy,254.2,4,Narsapur,Andhra Pradesh,0.603,0.0217,Winter,1301.66,Wool
Handmade Home Décor,Lamp,272.68,3,Srinagar,Jammu and Kashmir,0.523,0.0752,Winter,3221.9,Clay
Woodcraft,Kitchenware,668.47,9,Thanjavur,Tamil Nadu,0.543,0.2862,Winter,4046.77,Wood
Handmade Bags & Accessories,Handbag,353.65,4,Madhubani,Bihar,0.561,0.0387,Summer,1708.33,Cotton
Pottery & Terracotta,Sculpture,142.48,2,Pochampally,Telangana,0.457,0.0882,Winter,1310.27,Terracotta
Natural / Eco-friendly Crafts,Coir Product,56.73,1,Jaipur,Rajasthan,0.603,0.0219,Normal,1652.68,Coir
Handmade Toys,Educational Toy,199.68,3,Kondapalli,Andhra Pradesh,0.641,0.0087,Festival,1764.83,Wood
"Bamboo, Cane & Natural Fibre",Household Product,227.45,2,Madhubani,Bihar,0.32,0.0664,Festival,1681.56,Bamboo
Handmade Home Décor,Mirror,272.24,4,Raghurajpur,Odisha,0.571,0.0702,Normal,2175.8,Wood
Handmade Home Décor,Dreamcatcher,316.01,7,Raghurajpur,Odisha,0.524,0.1531,Monsoon,2019.61,Jute
Woodcraft,Wooden Jewellery,678.8,7,Madhubani,Bihar,0.669,0.0212,Normal,2509.04,Wood
Woodcraft,Box,956.07,7,Khurja,Uttar Pradesh,0.76,-0.0562,Summer,3074.3,Wood
Handmade Home Décor,Candle,555.02,1,Thanjavur,Tamil Nadu,0.587,0.0303,Normal,2041.73,Soy Wax
Paintings & Art,Tanjore Painting,363.12,5,Khurja,Uttar Pradesh,0.318,0.1545,Normal,3127.73,Acrylic
Handloom & Textiles,Dress Material,587.77,12,Saharanpur,Uttar Pradesh,0.712,0.0618,Winter,2821.8,Linen
Handmade Toys,Cloth Doll,199.22,6,Srinagar,Jammu and Kashmir,0.418,0.0255,Wedding,1617.32,Wool
Ceramics,Tableware,179.93,2,Bhubaneswar,Odisha,0.761,-0.0203,Monsoon,1521.04,Stoneware
Pottery & Terracotta,Vase,156.03,3,Srinagar,Jammu and Kashmir,0.626,-0.0306,Normal,1523.04,Terracotta
Paintings & Art,Tanjore Painting,100.61,10,Pochampally,Telangana,0.341,0.1562,Normal,1484.76,Natural Pigment
Handmade Home Décor,Mirror,113.29,4,Srinagar,Jammu and Kashmir,0.552,0.0333,Festival,1496.74,Wood
Ceramics,Bowl,280.51,1,Kondapalli,Andhra Pradesh,0.713,0.1138,Wedding,2420.55,Stoneware
Handloom & Textiles,Rug,602.38,9,Madhubani,Bihar,0.58,0.0276,Normal,2601.75,Wool
Leather & Traditional Craft,Leather Bag,746.48,1,Thanjavur,Tamil Nadu,0.581,0.1935,Festival,3528.66,Leather
Handmade Jewellery,Terracotta Jewellery,306.12,5,Bastar,Chhattisgarh,0.596,0.0781,Monsoon,1623.79,Terracotta
Handloom & Textiles,Dupatta,535.9,8,Jaipur,Rajasthan,0.434,-0.041,Normal,2540.36,Linen
Paintings & Art,Warli Painting,280.99,5,Moradabad,Uttar Pradesh,0.632,0.0325,Normal,2368.57,Acrylic
Handloom & Textiles,Fabric,188.13,11,Kutch,Gujarat,0.858,-0.0653,Summer,2182.07,Jute
Metal Crafts,Brassware,838.67,3,Narsapur,Andhra Pradesh,0.602,0.0377,Normal,3417.54,Brass
Embroidery & Needlecraft,Embroidered Clothing,572.86,6,Channapatna,Karnataka,0.767,-0.0784,Monsoon,3219.56,Silk
Handmade Home Décor,Sculpture,244.78,5,Bhubaneswar,Odisha,0.771,-0.1351,Summer,3203.44,Metal
Embroidery & Needlecraft,Patchwork Product,322.25,7,Kondapalli,Andhra Pradesh,0.762,0.0356,Normal,4000.76,Cotton
Woodcraft,Box,792.88,7,Srinagar,Jammu and Kashmir,0.873,0.1408,Normal,5704.37,Wood
Handmade Jewellery,Tribal Jewellery,488.78,5,Saharanpur,Uttar Pradesh,0.687,-0.0548,Normal,3461.74,Beads
Handmade Toys,Wooden Toy,99.34,4,Khurja,Uttar Pradesh,0.638,-0.0037,Festival,2159.61,Wood
Handmade Bags & Accessories,Backpack,189.7,3,Pochampally,Telangana,0.616,0.0625,Festival,1824.76,Cotton
Leather & Traditional Craft,Leather Bag,284.75,2,Kutch,Gujarat,0.838,0.0091,Normal,1751.53,Leather
Pottery & Terracotta,Clay Lamp,101.77,3,Jaipur,Rajasthan,0.535,0.1125,Normal,1597.75,Terracotta
"Bamboo, Cane & Natural Fibre",Tray,223.2,3,Etikoppaka,Andhra Pradesh,0.467,-0.007,Festival,2271.99,Cane
Embroidery & Needlecraft,Wall Hanging,234.0,6,Kutch,Gujarat,0.843,0.1015,Wedding,2854.93,Cotton
"Bamboo, Cane & Natural Fibre",Furniture,166.64,6,Kondapalli,Andhra Pradesh,0.346,-0.1053,Normal,2082.96,Cane
Embroidery & Needlecraft,Embroidered Clothing,425.28,6,Raghurajpur,Odisha,0.582,0.0225,Normal,3039.0,Linen
Paintings & Art,Kalamkari,683.72,1,Thanjavur,Tamil Nadu,0.779,-0.0277,Normal,2144.79,Silk
Metal Crafts,Metal Sculpture,1257.3,6,Narsapur,Andhra Pradesh,0.557,0.0538,Wedding,7467.4,Brass
Handmade Home Décor,Sculpture,444.71,3,Kashmir,Jammu and Kashmir,0.535,0.0007,Normal,1559.28,Metal
Embroidery & Needlecraft,Embroidered Clothing,371.7,6,Jaipur,Rajasthan,0.867,0.135,Summer,2395.29,Cotton
"Bamboo, Cane & Natural Fibre",Lampshade,154.27,4,Kondapalli,Andhra Pradesh,0.408,0.1528,Winter,1702.17,Bamboo
Metal Crafts,Jewellery,1925.2,1,Kolkata,West Bengal,0.561,0.0689,Normal,5492.31,Silver
Handloom & Textiles,Towel,455.4,12,Bastar,Chhattisgarh,0.635,0.133,Wedding,5604.22,Cotton
"Bamboo, Cane & Natural Fibre",Household Product,99.14,3,Kolkata,West Bengal,0.873,-0.0323,Festival,2220.65,Bamboo
Metal Crafts,Bell-metal Product,1704.81,3,Kondapalli,Andhra Pradesh,0.733,0.0517,Normal,4548.63,Bell Metal
Handmade Jewellery,Bangles,463.6,1,Moradabad,Uttar Pradesh,0.757,0.0913,Summer,4005.71,Glass
Handmade Toys,Puppet,338.01,2,Khurja,Uttar Pradesh,0.258,0.1557,Festival,1625.29,Leather
Handloom & Textiles,Stole,499.52,7,Assam,Assam,0.311,0.0744,Winter,2286.87,Wool
Paintings & Art,Handmade Wall Art,261.02,6,Kondapalli,Andhra Pradesh,0.692,-0.051,Summer,2293.7,Canvas
Leather & Traditional Craft,Belt,910.15,5,Kolkata,West Bengal,0.64,0.091,Festival,3787.86,Leather
Handmade Bags & Accessories,Pouch,101.03,5,Kondapalli,Andhra Pradesh,0.498,0.0001,Winter,2319.81,Jute
Woodcraft,Wall Décor,146.52,11,Moradabad,Uttar Pradesh,0.72,-0.045,Normal,2100.31,Wood
Handmade Home Décor,Showpiece,385.63,5,Kashmir,Jammu and Kashmir,0.506,-0.1205,Normal,1920.57,Ceramic
Metal Crafts,Decorative Item,1296.42,4,Thanjavur,Tamil Nadu,0.427,-0.0565,Normal,3182.33,Brass
"Bamboo, Cane & Natural Fibre",Decorative Item,159.48,1,Kondapalli,Andhra Pradesh,0.601,-0.0234,Winter,1824.62,Cane
Handloom & Textiles,Durrie,217.58,10,Assam,Assam,0.495,0.0581,Monsoon,3149.17,Cotton
Handloom & Textiles,Stole,390.45,11,Srikalahasti,Andhra Pradesh,0.513,-0.0343,Wedding,4310.65,Cotton
Woodcraft,Wooden Toy,366.07,5,Jaipur,Rajasthan,0.829,0.3,Wedding,2820.52,Wood
Handmade Jewellery,Handmade Earrings,165.89,4,Narsapur,Andhra Pradesh,0.368,0.0046,Normal,2515.69,Terracotta
Ceramics,Home Décor,315.6,1,Bastar,Chhattisgarh,0.659,0.0003,Normal,1909.44,Porcelain
Woodcraft,Wall Décor,505.87,4,Kutch,Gujarat,0.883,0.0523,Monsoon,2525.74,Wood
Metal Crafts,Copperware,1426.86,1,Kutch,Gujarat,0.421,0.0819,Winter,6288.54,Copper
Handmade Home Décor,Lamp,290.69,2,Bastar,Chhattisgarh,0.611,-0.0305,Monsoon,2567.48,Wood
Handmade Home Décor,Handmade Clock,257.55,4,Channapatna,Karnataka,0.464,0.0571,Monsoon,2492.49,Bamboo
Ceramics,Cup,75.42,2,Pochampally,Telangana,0.227,-0.0099,Winter,1441.11,Stoneware
Leather & Traditional Craft,Traditional Leather Craft,676.21,4,Raghurajpur,Odisha,0.892,0.042,Festival,5883.72,Leather
Natural / Eco-friendly Crafts,Jute Product,285.31,4,Madhubani,Bihar,0.569,-0.0352,Normal,1352.8,Jute
Natural / Eco-friendly Crafts,Jute Product,127.82,3,Etikoppaka,Andhra Pradesh,0.668,0.0171,Summer,1105.38,Jute
Embroidery & Needlecraft,Embroidered Bag,255.29,6,Etikoppaka,Andhra Pradesh,0.725,0.111,Normal,1402.15,Jute
Paintings & Art,Phad Painting,192.74,3,Kashmir,Jammu and Kashmir,0.588,0.0319,Winter,2505.17,Watercolour
Woodcraft,Wooden Jewellery,202.06,15,Channapatna,Karnataka,0.734,0.1547,Festival,4732.99,Wood
Handmade Bags & Accessories,Accessories,491.43,5,Assam,Assam,0.57,0.2154,Wedding,3617.14,Leather
Handmade Home Décor,Decorative Box,302.47,5,Bastar,Chhattisgarh,0.833,-0.0884,Normal,1650.33,Bamboo
Pottery & Terracotta,Terracotta Figurine,51.21,2,Bhubaneswar,Odisha,0.461,0.3,Festival,1824.14,Clay
Leather & Traditional Craft,Belt,851.95,4,Moradabad,Uttar Pradesh,0.522,0.0884,Summer,3525.01,Leather
"Bamboo, Cane & Natural Fibre",Lampshade,244.0,3,Assam,Assam,0.692,-0.0417,Normal,1733.25,Jute
Metal Crafts,Bell-metal Product,1142.81,4,Moradabad,Uttar Pradesh,0.645,0.101,Winter,3377.66,Bell Metal
Natural / Eco-friendly Crafts,Coir Product,33.9,1,Raghurajpur,Odisha,0.264,0.0216,Normal,435.95,Coir
Handmade Home Décor,Candle,652.6,4,Bhubaneswar,Odisha,0.895,-0.1,Normal,3742.23,Beeswax
Natural / Eco-friendly Crafts,Banana-fibre Product,108.67,4,Pochampally,Telangana,0.721,0.0723,Wedding,1657.14,Banana Fibre
"Bamboo, Cane & Natural Fibre",Mat,349.24,3,Kashmir,Jammu and Kashmir,0.727,-0.0239,Summer,2600.83,Jute
Ceramics,Decorative Piece,64.49,2,Moradabad,Uttar Pradesh,0.534,0.2361,Normal,1574.55,Ceramic
Woodcraft,Wooden Jewellery,407.19,11,Narsapur,Andhra Pradesh,0.885,0.0711,Normal,4161.73,Wood
"Bamboo, Cane & Natural Fibre",Household Product,239.9,2,Kashmir,Jammu and Kashmir,0.405,-0.0397,Winter,913.58,Cane
Handmade Toys,Cloth Doll,182.17,2,Srinagar,Jammu and Kashmir,0.637,0.0211,Normal,2065.66,Cotton
Handloom & Textiles,Scarf,429.76,8,Kashmir,Jammu and Kashmir,0.825,0.006,Normal,4210.96,Cotton
Embroidery & Needlecraft,Patchwork Product,318.99,4,Madhubani,Bihar,0.443,-0.0181,Normal,3259.13,Cotton
Handloom & Textiles,Blanket,534.74,10,Srinagar,Jammu and Kashmir,0.728,0.129,Normal,3715.0,Wool
Leather & Traditional Craft,Leather Bag,864.32,8,Srinagar,Jammu and Kashmir,0.415,0.1453,Festival,4718.75,Leather
Handmade Home Décor,Wall Hanging,451.99,4,Jaipur,Rajasthan,0.811,0.0395,Summer,2137.15,Jute
Handmade Bags & Accessories,Pouch,338.77,1,Assam,Assam,0.691,0.0235,Winter,3321.55,Cotton
Natural / Eco-friendly Crafts,Jute Product,128.17,4,Kashmir,Jammu and Kashmir,0.759,-0.0158,Normal,1308.03,Jute
Pottery & Terracotta,Sculpture,57.42,2,Moradabad,Uttar Pradesh,0.559,-0.2,Winter,911.82,Clay
Leather & Traditional Craft,Wallet,781.67,8,Etikoppaka,Andhra Pradesh,0.578,0.0152,Normal,3649.65,Leather
Leather & Traditional Craft,Leather Bag,435.38,2,Madhubani,Bihar,0.695,-0.1245,Normal,3386.95,Leather
Embroidery & Needlecraft,Quilt,126.81,5,Saharanpur,Uttar Pradesh,0.759,0.003,Normal,1667.75,Cotton
Woodcraft,Sculpture,349.31,8,Kutch,Gujarat,0.71,0.1404,Normal,2695.07,Wood
Handloom & Textiles,Scarf,409.12,7,Channapatna,Karnataka,0.844,0.0451,Normal,1913.22,Cotton
Embroidery & Needlecraft,Embroidered Clothing,516.65,8,Srinagar,Jammu and Kashmir,0.356,0.0775,Summer,2504.72,Cotton
Embroidery & Needlecraft,Patchwork Product,583.07,8,Bastar,Chhattisgarh,0.127,0.0818,Festival,2000.65,Wool
Leather & Traditional Craft,Decorative Leather Product,895.77,6,Kashmir,Jammu and Kashmir,0.444,0.1974,Wedding,5294.76,Leather
Natural / Eco-friendly Crafts,Jute Product,124.0,4,Kondapalli,Andhra Pradesh,0.84,0.0453,Wedding,1521.74,Jute
Handmade Bags & Accessories,Wallet,161.11,3,Raghurajpur,Odisha,0.66,0.0557,Normal,1795.93,Jute
Handmade Toys,Stuffed Toy,319.36,2,Jaipur,Rajasthan,0.678,-0.007,Monsoon,1823.45,Cotton
Paintings & Art,Tanjore Painting,486.83,8,Saharanpur,Uttar Pradesh,0.736,-0.0059,Wedding,3451.32,Natural Pigment
Handloom & Textiles,Saree,316.91,2,Srikalahasti,Andhra Pradesh,0.32,-0.0133,Normal,2016.34,Cotton
Natural / Eco-friendly Crafts,Handmade Paper Product,125.4,2,Thanjavur,Tamil Nadu,0.486,-0.0333,Winter,2095.89,Handmade Paper
Handmade Jewellery,Beaded Jewellery,130.44,6,Kashmir,Jammu and Kashmir,0.802,-0.0641,Festival,3325.91,Seed Beads
Metal Crafts,Jewellery,1148.05,6,Khurja,Uttar Pradesh,0.379,0.0696,Summer,3585.77,Copper
Handmade Bags & Accessories,Wallet,148.72,6,Thanjavur,Tamil Nadu,0.744,0.0187,Festival,2488.23,Jute
Handmade Home Décor,Sculpture,108.6,4,Raghurajpur,Odisha,0.705,0.0748,Normal,2730.33,Clay
Woodcraft,Wooden Toy,540.97,7,Khurja,Uttar Pradesh,0.541,0.0495,Wedding,3977.59,Wood
Metal Crafts,Decorative Item,1308.15,4,Raghurajpur,Odisha,0.733,0.1728,Normal,5724.16,Brass
Pottery & Terracotta,Planter,81.27,3,Thanjavur,Tamil Nadu,0.648,0.0026,Normal,1696.88,Terracotta
Paintings & Art,Madhubani Painting,286.52,4,Saharanpur,Uttar Pradesh,0.567,0.1056,Normal,1857.7,Watercolour
Woodcraft,Tray,557.35,11,Thanjavur,Tamil Nadu,0.354,0.0424,Festival,4607.59,Wood
Handmade Toys,Wooden Toy,176.2,5,Thanjavur,Tamil Nadu,0.761,0.0367,Normal,1513.28,Wood
Handmade Jewellery,Bangles,599.35,5,Madhubani,Bihar,0.576,0.079,Wedding,4844.35,Brass
Paintings & Art,Folk Painting,289.74,4,Bastar,Chhattisgarh,0.505,-0.0319,Winter,2395.43,Natural Pigment
"Bamboo, Cane & Natural Fibre",Bag,172.58,7,Kutch,Gujarat,0.516,0.0347,Festival,2371.23,Bamboo
Leather & Traditional Craft,Belt,653.69,3,Bastar,Chhattisgarh,0.497,0.0751,Summer,4020.11,Leather
Handmade Toys,Puppet,249.69,1,Assam,Assam,0.645,0.0126,Monsoon,1269.34,Wood
Handmade Home Décor,Sculpture,105.24,3,Kondapalli,Andhra Pradesh,0.52,-0.0237,Normal,2395.74,Clay
Handmade Home Décor,Table Décor,182.77,6,Srikalahasti,Andhra Pradesh,0.654,-0.0383,Festival,2489.97,Wood
Leather & Traditional Craft,Footwear,988.6,4,Channapatna,Karnataka,0.675,0.1656,Normal,3499.22,Leather
Ceramics,Vase,205.56,2,Saharanpur,Uttar Pradesh,0.838,-0.0768,Festival,1544.92,Ceramic
Handmade Home Décor,Wall Hanging,268.29,2,Saharanpur,Uttar Pradesh,0.679,0.0849,Normal,1891.16,Jute
Natural / Eco-friendly Crafts,Eco-friendly Packaging,98.27,2,Saharanpur,Uttar Pradesh,0.483,-0.0532,Normal,1189.74,Banana Fibre
Metal Crafts,Lamp,1170.62,5,Madhubani,Bihar,0.691,0.2014,Festival,7438.59,Brass
Paintings & Art,Pattachitra,147.5,1,Kashmir,Jammu and Kashmir,0.628,0.0213,Normal,1286.92,Handmade Paper
Paintings & Art,Warli Painting,223.29,5,Raghurajpur,Odisha,0.634,0.0527,Festival,2401.09,Acrylic
Leather & Traditional Craft,Footwear,740.07,7,Saharanpur,Uttar Pradesh,0.314,0.0625,Normal,2555.53,Leather
Paintings & Art,Handmade Wall Art,248.24,2,Jaipur,Rajasthan,0.65,-0.0879,Normal,2028.21,Wood
Handmade Home Décor,Lamp,296.62,5,Etikoppaka,Andhra Pradesh,0.509,-0.0264,Festival,2325.4,Bamboo
Paintings & Art,Gond Art,228.97,7,Srikalahasti,Andhra Pradesh,0.472,-0.0255,Normal,1442.91,Acrylic
Handmade Jewellery,Bangles,666.35,4,Moradabad,Uttar Pradesh,0.825,-0.0009,Festival,3987.98,Glass
"Bamboo, Cane & Natural Fibre",Storage Box,204.65,2,Channapatna,Karnataka,0.384,0.0982,Festival,1154.9,Bamboo
Pottery & Terracotta,Decorative Pot,91.1,4,Bhubaneswar,Odisha,0.373,-0.0131,Summer,902.52,Terracotta
Woodcraft,Furniture,577.37,5,Srinagar,Jammu and Kashmir,0.577,0.0884,Normal,2856.05,Sheesham Wood
Metal Crafts,Utensil,608.67,9,Jaipur,Rajasthan,0.469,-0.1028,Festival,3779.54,Brass
Embroidery & Needlecraft,Embroidered Clothing,660.52,9,Assam,Assam,0.514,0.0287,Normal,2550.78,Silk
Pottery & Terracotta,Terracotta Jewellery,120.63,1,Narsapur,Andhra Pradesh,0.564,-0.0558,Normal,1401.43,Terracotta
Handmade Toys,Traditional Toy,94.89,3,Kolkata,West Bengal,0.779,-0.0543,Normal,1883.53,Clay
Natural / Eco-friendly Crafts,Banana-fibre Product,88.77,4,Thanjavur,Tamil Nadu,0.514,0.0765,Normal,1293.68,Banana Fibre
Handmade Jewellery,Wooden Jewellery,261.49,2,Moradabad,Uttar Pradesh,0.706,0.1224,Winter,2445.15,Wood
Handmade Bags & Accessories,Handmade Belt,498.56,5,Srinagar,Jammu and Kashmir,0.523,0.0844,Normal,2278.61,Leather
"Bamboo, Cane & Natural Fibre",Household Product,102.8,2,Pochampally,Telangana,0.511,0.1418,Normal,1662.83,Bamboo
Handloom & Textiles,Handwoven Bag,227.67,6,Kashmir,Jammu and Kashmir,0.781,0.1904,Normal,2299.16,Cotton
Ceramics,Vase,116.17,2,Jaipur,Rajasthan,0.569,-0.1285,Normal,1022.91,Ceramic
Metal Crafts,Bell-metal Product,1702.32,10,Channapatna,Karnataka,0.612,0.0237,Winter,6702.55,Bell Metal
"Bamboo, Cane & Natural Fibre",Decorative Item,233.67,4,Madhubani,Bihar,0.631,0.083,Festival,2141.18,Bamboo
Handloom & Textiles,Durrie,271.13,5,Bhubaneswar,Odisha,0.698,0.2146,Festival,2732.32,Cotton
Ceramics,Plate,251.73,2,Bhubaneswar,Odisha,0.5,0.1786,Normal,1410.83,Ceramic
Ceramics,Bowl,108.02,2,Assam,Assam,0.863,0.0002,Normal,1983.74,Ceramic
Pottery & Terracotta,Clay Lamp,144.33,4,Srikalahasti,Andhra Pradesh,0.405,0.0208,Normal,1668.94,Terracotta
Handmade Bags & Accessories,Backpack,642.49,3,Kashmir,Jammu and Kashmir,0.437,-0.0266,Normal,2166.85,Leather
Woodcraft,Wooden Jewellery,740.75,5,Srikalahasti,Andhra Pradesh,0.633,-0.0132,Festival,4238.32,Wood
Pottery & Terracotta,Vase,118.44,2,Kondapalli,Andhra Pradesh,0.544,0.0114,Normal,1490.5,Clay
Paintings & Art,Phad Painting,313.78,7,Kutch,Gujarat,0.511,0.1931,Summer,3243.73,Natural Pigment
Handloom & Textiles,Rug,453.54,2,Etikoppaka,Andhra Pradesh,0.49,0.0288,Normal,2674.44,Cotton
Ceramics,Plate,215.68,3,Assam,Assam,0.65,0.1066,Festival,1876.72,Stoneware
Ceramics,Vase,104.2,2,Raghurajpur,Odisha,0.782,0.0079,Wedding,2042.52,Ceramic
Pottery & Terracotta,Planter,126.45,1,Thanjavur,Tamil Nadu,0.657,-0.0791,Festival,1386.14,Clay
Handmade Toys,Wooden Toy,115.94,4,Saharanpur,Uttar Pradesh,0.642,0.0336,Normal,1478.74,Wood
Metal Crafts,Lamp,1748.86,7,Jaipur,Rajasthan,0.603,-0.0158,Wedding,7636.89,Brass
Leather & Traditional Craft,Belt,523.87,6,Khurja,Uttar Pradesh,0.573,-0.0404,Wedding,4037.16,Leather
Embroidery & Needlecraft,Patchwork Product,353.36,2,Raghurajpur,Odisha,0.601,0.086,Normal,1921.73,Linen
Pottery & Terracotta,Terracotta Figurine,30.0,4,Kutch,Gujarat,0.827,0.172,Summer,1548.27,Clay
Paintings & Art,Warli Painting,243.12,6,Jaipur,Rajasthan,0.925,0.1387,Wedding,2270.77,Watercolour
"Bamboo, Cane & Natural Fibre",Mat,269.35,4,Moradabad,Uttar Pradesh,0.38,0.064,Summer,1843.91,Bamboo
Embroidery & Needlecraft,Patchwork Product,617.63,12,Raghurajpur,Odisha,0.787,0.0224,Normal,3960.68,Linen
Handmade Jewellery,Bangles,638.17,4,Raghurajpur,Odisha,0.621,0.182,Winter,3620.45,Glass
Embroidery & Needlecraft,Cushion Cover,729.3,7,Pochampally,Telangana,0.739,0.0586,Normal,3264.98,Silk
Handmade Toys,Handmade Game,295.35,2,Srinagar,Jammu and Kashmir,0.713,0.0821,Normal,2424.22,Wood
Natural / Eco-friendly Crafts,Palm-leaf Product,39.39,2,Kolkata,West Bengal,0.838,0.0518,Wedding,1713.82,Palm Leaf
Natural / Eco-friendly Crafts,Handmade Paper Product,184.9,1,Assam,Assam,0.708,0.1664,Summer,1707.58,Handmade Paper
Paintings & Art,Madhubani Painting,409.4,3,Bhubaneswar,Odisha,0.529,-0.0094,Normal,2917.76,Natural Pigment
Natural / Eco-friendly Crafts,Coir Product,88.92,3,Etikoppaka,Andhra Pradesh,0.35,0.1234,Festival,1977.71,Coir
Ceramics,Vase,30.0,2,Bastar,Chhattisgarh,0.528,-0.0867,Normal,722.37,Ceramic
Handmade Toys,Handmade Game,248.76,2,Srinagar,Jammu and Kashmir,0.665,0.2063,Normal,1443.8,Wood
Woodcraft,Furniture,906.01,7,Kashmir,Jammu and Kashmir,0.536,0.0629,Winter,4095.3,Sheesham Wood
Embroidery & Needlecraft,Patchwork Product,352.31,7,Madhubani,Bihar,0.639,0.1678,Wedding,3795.51,Cotton
Metal Crafts,Lamp,1033.41,2,Kolkata,West Bengal,0.172,0.0818,Normal,4526.56,Brass
Woodcraft,Figurine,394.12,9,Madhubani,Bihar,0.447,0.2873,Normal,2370.02,Wood
Handmade Toys,Educational Toy,336.73,3,Channapatna,Karnataka,0.766,0.0607,Normal,2593.92,Wood
Handmade Toys,Traditional Toy,220.65,1,Pochampally,Telangana,0.596,-0.0364,Monsoon,1600.99,Clay
Ceramics,Cup,172.06,1,Srinagar,Jammu and Kashmir,0.564,0.0359,Monsoon,1164.18,Stoneware
Leather & Traditional Craft,Leather Bag,831.1,6,Thanjavur,Tamil Nadu,0.438,0.0711,Normal,3621.51,Leather
Ceramics,Cup,55.03,1,Khurja,Uttar Pradesh,0.494,0.034,Festival,1710.15,Ceramic
Ceramics,Mug,61.88,3,Kutch,Gujarat,0.819,-0.1452,Normal,1259.69,Ceramic
Ceramics,Vase,282.88,2,Assam,Assam,0.61,0.1258,Normal,1499.16,Ceramic
Handmade Home Décor,Dreamcatcher,512.86,6,Bhubaneswar,Odisha,0.757,-0.0,Winter,2465.47,Bamboo
Leather & Traditional Craft,Decorative Leather Product,923.1,5,Saharanpur,Uttar Pradesh,0.681,0.0773,Normal,4209.37,Leather
Handmade Home Décor,Wall Hanging,300.34,3,Moradabad,Uttar Pradesh,0.585,-0.0697,Monsoon,2306.09,Jute
Handmade Toys,Stuffed Toy,273.49,2,Jaipur,Rajasthan,0.82,0.2334,Wedding,2818.21,Jute
Leather & Traditional Craft,Belt,974.12,8,Khurja,Uttar Pradesh,0.522,-0.0929,Monsoon,4708.12,Leather
Woodcraft,Box,438.81,3,Etikoppaka,Andhra Pradesh,0.636,0.1149,Festival,4218.35,Wood
Handmade Bags & Accessories,Scarf,395.21,3,Kondapalli,Andhra Pradesh,0.405,0.0411,Wedding,2741.2,Cotton
Handmade Home Décor,Candle,519.71,5,Srikalahasti,Andhra Pradesh,0.432,-0.0133,Winter,1948.85,Soy Wax
Handmade Bags & Accessories,Accessories,311.65,1,Thanjavur,Tamil Nadu,0.719,0.1273,Monsoon,2152.5,Leather
Handmade Home Décor,Handmade Clock,171.08,4,Kashmir,Jammu and Kashmir,0.855,0.0977,Summer,1624.86,Bamboo
Embroidery & Needlecraft,Table Runner,389.0,7,Assam,Assam,0.534,0.0885,Normal,1842.05,Cotton
"Bamboo, Cane & Natural Fibre",Decorative Item,149.78,2,Channapatna,Karnataka,0.594,-0.0332,Normal,1664.33,Bamboo
Ceramics,Plate,87.54,1,Srikalahasti,Andhra Pradesh,0.61,0.0245,Festival,2065.98,Ceramic
Leather & Traditional Craft,Wallet,867.14,7,Kutch,Gujarat,0.521,0.0781,Normal,2773.25,Leather
"Bamboo, Cane & Natural Fibre",Furniture,186.38,3,Saharanpur,Uttar Pradesh,0.755,0.2724,Summer,1408.72,Cane
Handmade Toys,Puppet,198.35,3,Bastar,Chhattisgarh,0.453,0.117,Summer,1334.16,Wood
Handloom & Textiles,Saree,751.12,7,Srikalahasti,Andhra Pradesh,0.598,0.1555,Monsoon,4021.67,Jute
Metal Crafts,Lamp,757.43,6,Madhubani,Bihar,0.561,-0.0646,Wedding,5798.16,Copper
"Bamboo, Cane & Natural Fibre",Decorative Item,173.91,4,Narsapur,Andhra Pradesh,0.704,0.0633,Normal,2055.16,Bamboo
Leather & Traditional Craft,Belt,1029.44,5,Etikoppaka,Andhra Pradesh,0.647,0.1992,Festival,6895.27,Leather
Leather & Traditional Craft,Wallet,474.99,7,Srikalahasti,Andhra Pradesh,0.865,0.0633,Normal,3585.94,Leather
